strike,bid,ask,lastPrice,mid,volume,impliedVolatility,spot,expiry,trade_date,T,r
767.0,2.29,2.33,2.41,2.31,27.0,0.14984981018066407,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
768.0,2.17,2.2,2.4,2.185,122.0,0.1498803274536133,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
769.0,1.97,2.01,2.21,1.9899999999999998,11.0,0.148446015625,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
770.0,1.84,1.87,1.86,1.855,383.0,0.1479272219848633,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
771.0,1.69,1.72,1.94,1.705,1.0,0.1469811865234375,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
772.0,1.53,1.56,1.6,1.545,28.0,0.14557739196777342,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
773.0,1.43,1.46,1.23,1.4449999999999998,256.0,0.14545532287597657,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
774.0,1.31,1.33,1.41,1.32,8.0,0.14441773559570312,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
775.0,1.21,1.24,1.2,1.225,155.0,0.1442346319580078,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
776.0,1.11,1.14,1.13,1.125,5.0,0.14362428649902342,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
777.0,1.02,1.04,1.04,1.03,6.0,0.14283083740234376,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
778.0,0.93,0.96,1.07,0.9450000000000001,5.0,0.14246463012695312,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
779.0,0.86,0.89,0.84,0.875,10.0,0.14222049194335937,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
780.0,0.78,0.81,0.79,0.795,42.0,0.14148807739257813,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
781.0,0.72,0.74,0.76,0.73,6.0,0.14099980102539064,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
782.0,0.65,0.68,0.37,0.665,35.0,0.14063359375,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
783.0,0.6,0.63,0.7,0.615,2.0,0.14051152465820313,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
784.0,0.56,0.58,0.48,0.5700000000000001,33.0,0.1403284210205078,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
785.0,0.5,0.52,0.57,0.51,5.0,0.13941290283203128,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
786.0,0.46,0.49,0.46,0.475,5.0,0.13990117919921874,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
787.0,0.42,0.45,0.49,0.435,524.0,0.139657041015625,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
788.0,0.38,0.4,0.43,0.39,1082.0,0.13868048828125001,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
789.0,0.35,0.37,0.3,0.36,31.0,0.1388025573730469,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
790.0,0.32,0.34,0.38,0.33,8.0,0.13868048828125001,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
791.0,0.31,0.33,0.17,0.32,100.0,0.1397791101074219,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
792.0,0.28,0.29,0.26,0.28500000000000003,6.0,0.13868048828125001,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
793.0,0.25,0.27,0.2,0.26,1.0,0.13892462646484377,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
794.0,0.23,0.25,0.24,0.24,8.0,0.13916876464843753,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
795.0,0.22,0.24,0.23,0.22999999999999998,11.0,0.14002324829101562,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
796.0,0.2,0.21,0.16,0.20500000000000002,35.0,0.13892462646484377,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
797.0,0.19,0.2,0.22,0.195,2.0,0.139657041015625,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
798.0,0.17,0.19,0.16,0.18,109.0,0.14038945556640625,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
799.0,0.16,0.18,0.19,0.16999999999999998,40.0,0.14099980102539064,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
800.0,0.15,0.17,0.17,0.16,5.0,0.141610146484375,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
805.0,0.11,0.12,0.12,0.11499999999999999,20.0,0.1430749755859375,737.0499877929688,2026-07-10,2026-06-09,0.08493150684931507,0.045
738.0,14.85,14.9,14.73,14.875,772.0,0.1890645059204102,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
739.0,14.18,14.2,14.09,14.19,175.0,0.18615010635375978,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
740.0,13.59,13.62,13.75,13.605,784.0,0.18441062179565426,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
741.0,13.2,13.25,13.09,13.225,69.0,0.1848226049804687,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
742.0,12.53,12.58,12.85,12.555,80.0,0.18189294677734374,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
743.0,11.98,12.03,12.01,12.004999999999999,89.0,0.18015346221923828,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
744.0,11.6,11.65,11.44,11.625,155.0,0.18015346221923828,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
745.0,11.0,11.05,11.18,11.025,297.0,0.17762052856445312,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
746.0,10.6,10.64,10.69,10.620000000000001,92.0,0.1770864762878418,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
747.0,10.13,10.17,10.84,10.15,40.0,0.17575897491455078,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
748.0,9.73,9.77,10.49,9.75,200.0,0.1751181121826172,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
749.0,9.13,9.18,9.26,9.155000000000001,23.0,0.17217319534301762,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
750.0,8.82,8.87,8.8,8.844999999999999,664.0,0.17231052307128908,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
751.0,8.35,8.39,9.01,8.370000000000001,137.0,0.1703726762390137,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
752.0,7.96,8.0,7.98,7.98,50.0,0.16935034759521483,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
753.0,7.57,7.59,7.71,7.58,172.0,0.16796181167602542,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
754.0,7.12,7.16,7.82,7.140000000000001,56.0,0.16617655120849611,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
755.0,6.81,6.85,6.91,6.83,126.0,0.16574930938720706,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
756.0,6.39,6.42,6.35,6.404999999999999,128.0,0.1636741348266602,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
757.0,6.05,6.06,6.01,6.055,200.0,0.1623161161804199,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
758.0,5.7,5.74,5.77,5.720000000000001,73.0,0.1613548220825195,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
759.0,5.39,5.43,5.92,5.41,188.0,0.1603477520751953,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
760.0,5.07,5.08,5.07,5.075,927.0,0.1586845606994629,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
761.0,4.81,4.85,4.92,4.83,176.0,0.15851671569824222,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
762.0,4.58,4.62,4.58,4.6,153.0,0.15822680160522462,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
763.0,4.23,4.26,4.68,4.245,53.0,0.15592274749755858,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
764.0,4.05,4.08,4.51,4.0649999999999995,45.0,0.15610585113525394,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
765.0,3.75,3.78,3.88,3.7649999999999997,96.0,0.15433584930419925,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
766.0,3.53,3.57,3.93,3.55,37.0,0.15378653839111328,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
767.0,3.32,3.36,3.36,3.34,2.0,0.1530846411132813,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
768.0,3.09,3.12,3.09,3.105,30.0,0.15174188110351564,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
769.0,2.89,2.92,2.86,2.9050000000000002,115.0,0.15091791473388677,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
770.0,2.74,2.77,2.8,2.755,439.0,0.1508263629150391,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
771.0,2.54,2.57,2.85,2.5549999999999997,40.0,0.149697223815918,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
772.0,2.37,2.4,2.4,2.385,44.0,0.1489342919921875,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
773.0,2.24,2.27,2.4,2.255,76.0,0.14881222290039062,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
774.0,2.08,2.12,2.02,2.1,14.0,0.14820187744140628,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
775.0,1.95,1.97,2.0,1.96,199.0,0.14737791107177733,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
776.0,1.81,1.84,2.03,1.8250000000000002,12.0,0.14685911743164062,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
777.0,1.68,1.71,1.74,1.6949999999999998,61.0,0.14618773742675778,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
778.0,1.58,1.61,1.73,1.5950000000000002,21.0,0.14606566833496093,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
779.0,1.47,1.48,1.64,1.475,38.0,0.14505859832763673,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
780.0,1.34,1.36,1.36,1.35,231.0,0.14411256286621094,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
781.0,1.27,1.3,1.42,1.2850000000000001,13.0,0.14466187377929687,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
782.0,1.17,1.19,1.3,1.18,10.0,0.14368532104492188,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
783.0,1.1,1.12,1.2,1.11,5.0,0.14368532104492188,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
784.0,1.0,1.03,1.16,1.0150000000000001,45.0,0.14295290649414064,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
785.0,0.94,0.97,0.95,0.955,29.0,0.14301394104003906,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
786.0,0.87,0.9,0.9,0.885,26.0,0.14264773376464845,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
787.0,0.8,0.83,0.82,0.815,7.0,0.14215945739746094,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
788.0,0.74,0.76,0.83,0.75,13.0,0.14148807739257813,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
789.0,0.69,0.71,0.78,0.7,8.0,0.14136600830078128,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
790.0,0.64,0.66,0.71,0.65,167.0,0.1412439392089844,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
791.0,0.6,0.62,0.54,0.61,207.0,0.14136600830078128,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
792.0,0.54,0.56,0.56,0.55,1.0,0.14038945556640625,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
793.0,0.52,0.54,0.36,0.53,36.0,0.1412439392089844,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
794.0,0.47,0.49,0.49,0.48,40.0,0.14051152465820313,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
795.0,0.43,0.45,0.44,0.44,25.0,0.1401453173828125,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
796.0,0.41,0.42,0.41,0.415,187.0,0.1401453173828125,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
797.0,0.38,0.39,0.36,0.385,1.0,0.1401453173828125,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
798.0,0.36,0.38,0.36,0.37,3.0,0.14112187011718752,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
799.0,0.33,0.34,0.16,0.335,110.0,0.14026738647460937,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
800.0,0.3,0.32,0.31,0.31,108.0,0.14051152465820313,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
805.0,0.22,0.24,0.24,0.22999999999999998,11.0,0.14222049194335937,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
810.0,0.16,0.17,0.15,0.165,6.0,0.14283083740234376,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
815.0,0.12,0.14,0.1,0.13,3.0,0.14624877197265623,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
820.0,0.1,0.12,0.11,0.11,2.0,0.15039912109375003,737.0499877929688,2026-07-17,2026-06-09,0.10410958904109589,0.045
738.0,16.4,16.46,16.57,16.43,47.0,0.1892476095581055,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
739.0,15.81,15.87,15.48,15.84,2.0,0.1876912286376953,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
740.0,15.25,15.32,16.3,15.285,19.0,0.1864247618103027,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
741.0,14.7,14.76,14.38,14.73,1.0,0.1849904499816894,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
742.0,14.19,14.25,14.72,14.219999999999999,50.0,0.18395286270141603,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
743.0,13.66,13.71,14.34,13.685,15.0,0.18253380950927733,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
744.0,13.14,13.2,14.37,13.17,15.0,0.18131311859130855,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
745.0,12.54,12.61,13.25,12.575,28.0,0.17919216812133787,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
746.0,12.23,12.26,12.65,12.245000000000001,3.0,0.1794057890319824,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
747.0,11.56,11.62,10.21,11.59,8.0,0.1765829412841797,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
748.0,11.11,11.17,12.08,11.14,24.0,0.17557587127685548,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
749.0,10.65,10.71,11.24,10.68,49.0,0.17438569763183598,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
750.0,10.2,10.26,11.08,10.23,23.0,0.1731802653503418,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
751.0,9.7,9.76,10.38,9.73,20.0,0.17134922897338867,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
752.0,9.29,9.35,10.18,9.32,11.0,0.17035741760253909,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
753.0,8.85,8.91,9.95,8.879999999999999,7.0,0.16893836441040044,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
754.0,8.51,8.56,7.03,8.535,3.0,0.16837379486083986,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
755.0,8.09,8.15,8.89,8.120000000000001,6.0,0.16706155212402346,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
756.0,7.78,7.83,8.25,7.805,2.0,0.16663431030273443,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
757.0,7.32,7.37,6.91,7.345000000000001,15.0,0.16452861846923827,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
758.0,7.07,7.12,7.63,7.095000000000001,19.0,0.16468120483398438,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
759.0,6.61,6.66,6.89,6.635,11.0,0.1623008575439453,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
760.0,6.33,6.38,6.9,6.355,11.0,0.16190413299560547,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
761.0,5.99,6.04,6.02,6.015000000000001,1.0,0.16068344207763674,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
762.0,5.68,5.72,4.95,5.699999999999999,1.0,0.1595695616149902,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
763.0,5.46,5.51,5.77,5.484999999999999,1.0,0.15970688934326172,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
764.0,5.2,5.25,4.34,5.225,80.0,0.1591423197937012,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
765.0,4.84,4.88,4.88,4.859999999999999,8.0,0.1570061106872559,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
766.0,4.65,4.7,5.09,4.675000000000001,2.0,0.1572502488708496,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
767.0,4.38,4.43,3.72,4.404999999999999,1.0,0.15616688568115233,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
768.0,4.09,4.13,4.49,4.109999999999999,2.0,0.15453421157836916,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
769.0,3.9,3.95,3.96,3.925,1.0,0.1544579183959961,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
770.0,3.68,3.72,3.96,3.7,52.0,0.15357291748046875,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
771.0,3.43,3.48,3.34,3.455,111.0,0.15238274383544925,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
772.0,3.22,3.27,3.24,3.245,5.0,0.1514977429199219,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
773.0,3.08,3.12,3.37,3.1,1.0,0.15143670837402345,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
774.0,2.88,2.92,2.84,2.9,1.0,0.15046015563964849,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
775.0,2.69,2.74,2.95,2.715,21.0,0.149697223815918,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
776.0,2.54,2.58,2.7,2.56,26.0,0.1491173956298828,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
777.0,2.38,2.42,2.53,2.4,11.0,0.148446015625,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
778.0,2.27,2.3,1.71,2.285,28.0,0.14838498107910159,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
779.0,2.11,2.14,2.16,2.125,2.0,0.1474389456176758,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
780.0,1.99,2.03,2.09,2.01,40.0,0.14734739379882814,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
781.0,1.85,1.89,2.04,1.87,67.0,0.14652342742919922,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
782.0,1.77,1.81,1.66,1.79,3.0,0.14685911743164062,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
783.0,1.65,1.68,1.18,1.665,12.0,0.14600463378906248,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
784.0,1.53,1.56,1.01,1.545,5.0,0.1452111846923828,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
785.0,1.44,1.47,1.55,1.455,3.0,0.1450280810546875,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
786.0,1.34,1.37,1.5,1.355,33.0,0.14444825286865232,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
787.0,1.27,1.3,1.19,1.2850000000000001,7.0,0.1445398046875,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
788.0,1.19,1.22,1.27,1.205,26.0,0.14429566650390624,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
789.0,1.11,1.14,1.19,1.125,8.0,0.14386842468261718,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
790.0,1.02,1.05,0.95,1.0350000000000001,2.0,0.1430749755859375,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
791.0,0.96,0.99,0.77,0.975,10.0,0.14301394104003906,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
792.0,0.9,0.93,0.71,0.915,10.0,0.1428918719482422,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
793.0,0.84,0.87,0.74,0.855,32.0,0.14264773376464845,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
794.0,0.78,0.81,0.45,0.795,21.0,0.1422815264892578,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
795.0,0.74,0.76,0.66,0.75,68.0,0.14215945739746094,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
796.0,0.7,0.73,0.62,0.715,16.0,0.14270876831054688,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
797.0,0.65,0.68,0.63,0.665,6.0,0.14246463012695312,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
798.0,0.61,0.63,0.57,0.62,11.0,0.14203738830566404,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
799.0,0.56,0.59,0.57,0.575,1.0,0.14191531921386719,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
800.0,0.53,0.55,0.53,0.54,2.0,0.14173221557617188,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
805.0,0.37,0.4,0.44,0.385,3.0,0.14173221557617188,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
810.0,0.28,0.29,0.25,0.28500000000000003,38.0,0.14185428466796873,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
815.0,0.21,0.22,0.23,0.215,13.0,0.1430749755859375,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
820.0,0.16,0.18,0.13,0.16999999999999998,105.0,0.1458825646972656,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
825.0,0.13,0.14,0.13,0.135,6.0,0.147469462890625,737.0499877929688,2026-07-24,2026-06-09,0.1232876712328767,0.045
738.0,18.12,18.18,19.65,18.15,6.0,0.19171950866699222,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
739.0,17.57,17.64,17.81,17.605,1.0,0.1907582145690918,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
740.0,17.02,17.08,17.18,17.049999999999997,189.0,0.18953752365112309,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
741.0,16.48,16.53,17.78,16.505000000000003,5.0,0.18833209136962892,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
742.0,16.03,16.09,15.42,16.060000000000002,1.0,0.18807269454956055,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
743.0,15.34,15.4,14.32,15.370000000000001,1.0,0.1854329504394531,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
744.0,14.92,14.98,14.97,14.95,2.0,0.18520407089233393,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
745.0,14.33,14.39,15.55,14.36,23.0,0.183327258605957,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
746.0,13.87,13.93,14.17,13.899999999999999,14.0,0.18257958541870117,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
747.0,13.29,13.35,13.06,13.32,32.0,0.18062647994995118,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
748.0,12.9,12.96,13.16,12.93,8.0,0.1803670831298828,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
749.0,12.36,12.41,13.25,12.385,59.0,0.1785207881164551,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
750.0,11.95,12.01,11.78,11.98,74.0,0.17801725311279298,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
751.0,11.4,11.46,12.14,11.43,2.0,0.17598785446166992,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
752.0,11.0,11.06,11.17,11.030000000000001,78.0,0.1753164744567871,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
753.0,10.58,10.64,10.93,10.61,2.0,0.17437043899536137,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
754.0,10.07,10.12,11.2,10.094999999999999,4.0,0.1723410403442383,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
755.0,9.68,9.74,10.34,9.71,22.0,0.17160862579345704,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
756.0,9.21,9.26,9.36,9.235,25.0,0.16974707214355472,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
757.0,8.86,8.92,9.19,8.89,83.0,0.1692435371398926,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
758.0,8.46,8.51,9.18,8.485,36.0,0.16791603576660158,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
759.0,8.16,8.22,7.47,8.190000000000001,2.0,0.1677481907653809,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
760.0,7.75,7.8,7.96,7.775,515.0,0.16611551666259772,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
761.0,7.4,7.45,7.16,7.425000000000001,1.0,0.16510844665527347,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
762.0,7.03,7.08,7.26,7.055,17.0,0.16379620391845706,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
763.0,6.8,6.84,7.28,6.82,2.0,0.1638267211914063,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
764.0,6.4,6.45,7.0,6.425000000000001,2.0,0.16205671936035154,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
765.0,6.13,6.18,6.5,6.154999999999999,62.0,0.16156844299316403,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
766.0,5.85,5.9,5.09,5.875,10.0,0.16086654571533204,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
767.0,5.52,5.57,5.76,5.545,1.0,0.15944749252319335,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
768.0,5.26,5.28,5.49,5.27,2.0,0.1583946466064453,737.0499877929688,2026-07-31,2026-06-09,0.14246575342465753,0.045
